,name,avg_rating,reviews_count,company_type,Head_Quarters,Company_Age,No_of_Employee
2871,Wishfin,3.8,(140 Reviews),Noida + 5 more,14 years old,201-500 employees (India),
2872,Prolifics Corporat...,3.5,(140 Reviews),Private,"Orlando,Florida + 4 more",44 years old,1k-5k employees (Global)
2873,Asti Electronics I...,4.1,(140 Reviews),Private,"Gurgaon/Gurugram,Haryana + 5 more",18 years old,201-500 employees (India)
2874,Radheya Machining,3.3,(140 Reviews),Pune + 10 more,22 years old,501-1k employees (Global),
2875,Western Refrigerat...,4.2,(140 Reviews),Private,"Mumbai,Maharashtra + 19 more",50 years old,501-1k employees (India)
2876,Zf Wind Power,4.2,(140 Reviews),"Lommel,Belgium + 3 more",99 years old,1k-5k employees (India),
2877,Precision Techserv...,3.6,(139 Reviews),Private,"Chennai,Tamil Nadu + 46 more",23 years old,1k-5k employees (Global)
2878,National Insurance...,4.1,(139 Reviews),Private,"Kolkata,West Bengal + 51 more",116 years old,50k-1 Lakh employees (India)
2879,H&R Block,4.3,(139 Reviews),Private,"Kansas City,Missouri + 5 more",67 years old,501-1k employees (India)
2880,Atibir Industries,3.5,(139 Reviews),Private,"Giridih,Jharkhand + 7 more",22 years old,501-1k employees (Global)
2881,Sonata Finance,4.1,(139 Reviews),"Allahabad/Prayagraj,Uttar Pradesh + 37 more",27 years old,1k-5k employees (Global),
2882,Precision Techserv...,3.6,(139 Reviews),Private,"Chennai,Tamil Nadu + 46 more",23 years old,1k-5k employees (Global)
2883,Mediterranean Ship...,4.2,(139 Reviews),Private,Geneva + 17 more,52 years old,5k-10k employees (India)
2884,Technico Industrie...,3.7,(139 Reviews),"Gurgaon/Gurugram,Haryana + 9 more",52 years old,501-1k employees (Global),
2885,Shopclues,4.4,(139 Reviews),Private,"Gurgaon/Gurugram,Haryana + 6 more",11 years old,1k-5k employees (Global)
2886,Meghalaya Cements,4.0,(139 Reviews),Private,"Kolkata,West Bengal + 4 more",19 years old,501-1k employees (Global)
2887,Rail Vikas Nigam,3.9,(139 Reviews),Private,"Delhi/NCR,Delhi + 42 more",19 years old,501-1k employees (Global)
2888,Neon Laboratories,3.6,(139 Reviews),Private,"Mumbai,Maharashtra + 21 more",38 years old,1k-5k employees (India)
2889,Pepe Jeans,4.4,(139 Reviews),Private,Municipility Of Sant Feliu De Llobregat + 31 more,49 years old,51-200 employees (India)
2890,La-Gajjar Machiner...,3.9,(139 Reviews),Private,"Ahmedabad,Gujarat + 19 more",87 years old,51-200 employees (India)
2891,Taurus BPO Service...,4.7,(139 Reviews),LLP,"Pune,Indore + 3 more",11 years old,1k-5k employees (India)
2892,Uplers,4.5,(139 Reviews),"Ahmedabad,Gujarat + 2 more",10 years old,501-1k employees (India),
2893,Pegasystems,3.4,(139 Reviews),Private,"Cambridge,Massachusetts + 1 more",39 years old,1k-5k employees (India)
2894,Personiv,3.5,(139 Reviews),"Austin,Texas + 2 more",37 years old,1k-5k employees (India),
2895,YKK,3.9,(139 Reviews),"Gurgaon/Gurugram,Haryana + 12 more",27 years old,201-500 employees (India),
2896,Adama,4.4,(139 Reviews),Private,Tel Aviv + 38 more,13 years old,201-500 employees (India)
2897,KWALITY DAIRY (IND...,4.2,(139 Reviews),Public,"Delhi/NCR,Delhi + 15 more",30 years old,1k-5k employees (Global)
2898,Kiswok Industries,3.2,(139 Reviews),Private,"Kolkata,West Bengal + 2 more",65 years old,501-1k employees (Global)
2899,Coolberg Beverages,3.3,(139 Reviews),Private,"Mumbai,Maharashtra + 21 more",6 years old,51-200 employees (Global)
2900,Shyam Sel & Power,4.2,(139 Reviews),"Kolkata,West Bengal + 13 more",31 years old,5k-10k employees (Global),
2901,Buzzworks Business...,4.0,(139 Reviews),Private,"Chennai,Tamil Nadu + 25 more",23 years old,10k-50k employees (Global)
2902,Corona Remedies,4.0,(139 Reviews),Private,Ahmedabad + 27 more,18 years old,501-1k employees (India)
2903,Himalaya Herbal He...,4.1,(139 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 36 more",92 years old,1k-5k employees (India)
2904,Ibis,4.2,(139 Reviews),Private,Gurgaon/Gurugram + 21 more,10k-50k employees (Global),
2905,The Co-operative B...,3.8,(139 Reviews),"Manchester,Greater Manchester + 63 more",150 years old,201-500 employees (India),
2906,Celebi Delhi Cargo...,4.1,(139 Reviews),Istanbul + 3 more,64 years old,5k-10k employees (India),
2907,Citigroup,3.8,(1.5k Reviews),Private,"New York City,New York + 15 more",210 years old,1 Lakh+ employees (Global)
2908,Government of Maha...,4.2,(689 Reviews),Mumbai + 35 more,1k-5k employees (Global),,
2909,Meghmani Organics,4.0,(203 Reviews),Public,"Ahmedabad,Gujarat + 8 more",36 years old,501-1k employees (India)
2910,Bose,4.3,(138 Reviews),Private,"Framingham,Massachusetts + 20 more",58 years old,501-1k employees (India)
2911,CESC,4.1,(138 Reviews),Public,"Kolkata,West Bengal + 9 more",123 years old,5k-10k employees (India)
2912,Bhavani Industries,3.7,(138 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 10 more",35 years old,201-500 employees (Global)
2913,Reliance Cement Co...,4.3,(138 Reviews),Private,Kathmandu + 20 more,18 years old,501-1k employees (Global)
2914,The New India Assu...,4.3,(138 Reviews),Public,"Mumbai,Maharashtra + 47 more",103 years old,10k-50k employees (India)
2915,Dee Piping System,4.4,(138 Reviews),"Palwal,Haryana + 4 more",39 years old,1k-5k employees (India),
2916,Radiant Cash Manag...,3.8,(138 Reviews),Private,"Chennai,Tamil Nadu + 30 more",17 years old,5k-10k employees (Global)
2917,Sheraton Hotels an...,4.4,(138 Reviews),Private,"Bethesda,Maryland + 15 more",27 years old,1 Lakh+ employees (Global)
2918,Applied Materials,4.2,(138 Reviews),Private,"Santa Clara,California + 6 more",20 years old,10k-50k employees (Global)
2919,AVAYA,3.9,(138 Reviews),Private,"Santa Clara,California + 7 more",22 years old,5k-10k employees (Global)
2920,VAYA Finserv,4.3,(138 Reviews),"Hyderabad/Secunderabad,Telangana + 34 more",8 years old,1k-5k employees (India),
2921,SISL Infotech,3.7,(138 Reviews),Private,"Delhi/NCR,Delhi + 29 more",15 years old,501-1k employees (India)
2922,Bsh Household Appl...,4.1,(138 Reviews),"Munich,Munich + 25 more",55 years old,501-1k employees (India),
2923,Caratlane Trading,3.9,(138 Reviews),Private,"Chennai,Tamil Nadu + 15 more",14 years old,501-1k employees (India)
2924,DBOI Global Servic...,4.2,(138 Reviews),Private,"Mumbai,Maharashtra + 5 more",42 years old,10k-50k employees (Global)
2925,ETV Network,3.6,(138 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 11 more",27 years old,5k-10k employees (Global)
2926,CTDI,3.9,(138 Reviews),Private,"West Chester,Pennsylvania + 12 more",47 years old,201-500 employees (India)
2927,BMA Wealth Creator...,3.4,(138 Reviews),Private,"Kolkata,West Bengal + 30 more",17 years old,5k-10k employees (Global)
2928,Empower Pragati,3.5,(138 Reviews),Private,"Delhi/NCR,New Delhi + 41 more",12 years old,1k-5k employees (Global)
2929,Wonderla Holidays,4.3,(138 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 9 more",22 years old,501-1k employees (India)
2930,Incrementors Web S...,4.5,(138 Reviews),Private,New Delhi,51-200 employees (India),
2931,RA Chem Pharma,4.1,(138 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 5 more",26 years old,201-500 employees (India)
2932,Liberty Shoes,3.8,(138 Reviews),Public,"Gurgaon/Gurugram,Haryana + 31 more",68 years old,1k-5k employees (Global)
2933,Ciena,4.2,(138 Reviews),Private,"Hanover,Maryland + 8 more",30 years old,1k-5k employees (India)
2934,Technofab Engineer...,3.9,(138 Reviews),Public,"Delhi/NCR,Delhi + 14 more",51 years old,201-500 employees (India)
2935,Cooper-Standard Au...,3.8,(138 Reviews),Public,"Northville,Michigan + 11 more",62 years old,201-500 employees (India)
2936,ASUS,4.2,(138 Reviews),Private,"Beitou District,Taipei + 37 more",33 years old,501-1k employees (India)
2937,Spm Autocomp,3.1,(138 Reviews),Private,"Gurgaon/Gurugram,Haryana + 6 more",27 years old,201-500 employees (Global)
2938,Harley-Davidson,4.3,(137 Reviews),Private,"Milwaukee,Wisconsin + 25 more",119 years old,5k-10k employees (Global)
2939,Bhavani Industries,3.8,(137 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 10 more",35 years old,201-500 employees (Global)
2940,VST Industries,4.4,(137 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 41 more",92 years old,501-1k employees (India)
2941,Mytrah Energy,3.8,(137 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 6 more",13 years old,201-500 employees (India)
2942,Jyoti Structures,4.1,(137 Reviews),Public,Mumbai + 25 more,48 years old,1k-5k employees (Global)
2943,Franchise India Br...,2.1,(137 Reviews),Private,"New Delhi,Delhi + 19 more",23 years old,201-500 employees (Global)
2944,Wings Biotech,3.5,(137 Reviews),Public,"Delhi/NCR,Delhi + 26 more",36 years old,1k-5k employees (Global)
2945,Pon Pure Chemical,3.8,(137 Reviews),Private,"Chennai,Tamil Nadu + 24 more",41 years old,501-1k employees (India)
2946,Doubletree By Hilt...,4.0,(137 Reviews),Virginia + 16 more,53 years old,5k-10k employees (Global),
2947,Peter England,4.2,(137 Reviews),Private,Londonderry + 55 more,133 years old,501-1k employees (Global)
2948,Core Integra Consu...,3.7,(137 Reviews),Private,"Mumbai,Maharashtra + 36 more",11 years old,1k-5k employees (Global)
2949,AIG Business Solut...,4.5,(137 Reviews),Private,"Gurgaon/Gurugram,Haryana + 4 more",9 years old,51-200 employees (India)
2950,Kalyani Forge,3.5,(137 Reviews),Public,"Pune,Maharashtra + 1 more",43 years old,501-1k employees (India)
2951,SVC Co-Operative B...,3.8,(137 Reviews),Private,"Mumbai,Maharashtra + 23 more",116 years old,501-1k employees (India)
2952,Jockey,4.0,(137 Reviews),Private,Kenosha + 51 more,146 years old,10k-50k employees (India)
2953,Valvoline Cummins,4.0,(137 Reviews),Private,"Gurgaon/Gurugram,Haryana + 35 more",24 years old,201-500 employees (India)
2954,Asian Institute of...,4.2,(137 Reviews),Private,"Faridabad,Haryana + 12 more",12 years old,1k-5k employees (India)
2955,Sunwoda,4.3,(137 Reviews),Private,"Greater Noida,Uttar Pradesh + 3 more",25 years old,201-500 employees (India)
2956,Sekisui Dljm Moldi...,4.0,(137 Reviews),JV,"Gurgaon/Gurugram,Haryana + 11 more",11 years old,501-1k employees (Global)
2957,Pathkind Diagnosti...,3.7,(137 Reviews),Private,"Gurgaon/Gurugram,Haryana + 36 more",6 years old,501-1k employees (Global)
2958,Vem Technologies,3.8,(137 Reviews),Private,"Hyderabad/Secunderabad,Telangana",29 years old,501-1k employees (Global)
2959,Cameo Corporate Se...,3.2,(137 Reviews),Private,"Chennai,Tamil Nadu + 11 more",37 years old,201-500 employees (Global)
2960,Ozone Overseas,3.5,(137 Reviews),Private,"Delhi/NCR,Delhi + 16 more",22 years old,201-500 employees (Global)
2961,Air Liquide,4.3,(158 Reviews),Paris + 17 more,120 years old,201-500 employees (India),
2962,Piramal Glass,4.2,(136 Reviews),Private,"Mumbai,Maharashtra + 6 more",38 years old,501-1k employees (India)
2963,Vision India Servi...,4.2,(136 Reviews),Private,New Delhi + 39 more,14 years old,501-1k employees (Global)
2964,CNS Comnet,3.8,(136 Reviews),Private,"Gurgaon/Gurugram,Haryana + 4 more",17 years old,5k-10k employees (Global)
2965,Jubilant Agri and ...,3.9,(136 Reviews),Private,Noida + 27 more,12 years old,201-500 employees (India)
2966,Cenveo Publisher S...,3.4,(136 Reviews),Private,"Richmond,Verginia + 5 more",19 years old,5k-10k employees (Global)
2967,TIDC India,4.0,(136 Reviews),Private,"Chennai,Tamil Nadu + 16 more",62 years old,5k-10k employees (India)
2968,Dun & Bradstreet,3.7,(136 Reviews),Private,"Milburn,New Jersey + 9 more",27 years old,201-500 employees (India)
2969,National Engineeri...,3.9,(136 Reviews),"Jaipur,Rajasthan + 15 more",76 years old,1k-5k employees (India),
2970,OnMobile Global,4.1,(136 Reviews),Private,Bangalore + 10 more,22 years old,1k-5k employees (Global)
2971,British Biological...,3.4,(136 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 29 more",34 years old,1k-5k employees (Global)
2972,Jubilant Agri and ...,3.9,(136 Reviews),Private,Noida + 27 more,12 years old,201-500 employees (India)
2973,Hygienic Research ...,4.3,(136 Reviews),Private,"Mumbai,Maharashtra + 23 more",65 years old,201-500 employees (India)
2974,S&P Capital IQ,3.8,(136 Reviews),Private,"New York,New York + 2 more",24 years old,10k-50k employees (India)
2975,Towell Engineering...,4.3,(136 Reviews),Muscat + 6 more,21 years old,51-200 employees (India),
2976,Elin Appliances,4.0,(136 Reviews),Private,"Ghaziabad,Uttar Pradesh + 9 more",53 years old,51-200 employees (India)
2977,Ksk Energy Venture...,3.7,(136 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 10 more",21 years old,1k-5k employees (Global)
2978,Piramal Glass,4.2,(136 Reviews),Private,"Mumbai,Maharashtra + 6 more",38 years old,501-1k employees (India)
2979,Tablets (India),3.9,(136 Reviews),Private,"Chennai,Tamil Nadu + 24 more",84 years old,501-1k employees (India)
2980,Trackon Courier,3.9,(136 Reviews),"Delhi/NCR,Delhi + 37 more",20 years old,10k-50k employees (Global),
2981,Theme Engineering ...,3.4,(136 Reviews),Private,"Jaipur,Rajasthan + 39 more",20 years old,501-1k employees (Global)
2982,Vedant Fashions,3.6,(136 Reviews),Private,"Kolkata,West Bengal + 26 more",20 years old,1k-5k employees (India)
2983,Concord Biotech,3.6,(136 Reviews),Public,"Ahmedabad,Gujarat + 3 more",22 years old,501-1k employees (India)
2984,Hartek Group,3.8,(136 Reviews),Private,"Mohali,Punjab + 3 more",31 years old,51-200 employees (India)
2985,ShopX,4.1,(136 Reviews),Bangalore + 27 more,7 years old,201-500 employees (India),
2986,Gainwell Commosale...,3.8,(136 Reviews),Private,"Kolkata,West Bengal + 28 more",78 years old,1k-5k employees (India)
2987,Ienergizer BPO Ser...,3.6,(136 Reviews),Noida + 6 more,5k-10k employees (India),,
2988,CignaTTk Health In...,3.9,(136 Reviews),Private,"Mumbai,Maharashtra + 30 more",10 years old,1k-5k employees (India)
2989,Presto Infosolutio...,3.8,(136 Reviews),Private,"Delhi/NCR,Delhi + 32 more",22 years old,501-1k employees (India)
2990,Onida,4.0,(135 Reviews),Private,Mumbai + 43 more,41 years old,1k-5k employees (Global)
2991,Van Heusen,4.2,(135 Reviews),Private,New York + 45 more,101 years old,10k-50k employees (Global)
2992,JNET Technologies,3.9,(135 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 20 more",15 years old,501-1k employees (India)
2993,Bharat IT Services,3.4,(135 Reviews),Public,"Noida,Uttar Pradesh + 31 more",26 years old,501-1k employees (Global)
2994,Dishman Pharmaceut...,4.2,(135 Reviews),Public,Ahmedabad + 6 more,39 years old,201-500 employees (India)
2995,Johnson Matthey,4.2,(135 Reviews),Private,London + 11 more,205 years old,10k-50k employees (Global)
2996,People Tech Group,3.4,(135 Reviews),Private,"Redmond,Washington + 3 more",16 years old,1k-5k employees (Global)
2997,Steelman Telecom,3.7,(135 Reviews),Private,"Kolkata,West Bengal + 26 more",36 years old,501-1k employees (Global)
2998,Sub-K IMPACT Solut...,4.2,(135 Reviews),Private,Hyderabad + 40 more,12 years old,1k-5k employees (Global)
2999,MEDOPHARM,3.5,(135 Reviews),"Chennai,Tamil Nadu + 10 more",52 years old,1k-5k employees (Global),
3000,St. John's Medical...,4.0,(135 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 6 more",18 years old,1k-5k employees (India)
3001,Silverskills,3.4,(135 Reviews),Private,"Gurgaon/Gurugram,Haryana + 4 more",21 years old,1k-5k employees (Global)
3002,Edac Engineering,4.0,(135 Reviews),Private,"Chennai,Tamil Nadu + 12 more",35 years old,1k-5k employees (India)
3003,Laxmi Organic Indu...,3.8,(135 Reviews),Public,"Mumbai,Maharashtra + 5 more",30 years old,201-500 employees (India)
3004,BridgeLabz Solutio...,4.2,(135 Reviews),"Mumbai,Maharashtra + 6 more",6 years old,1k-5k employees (India),
3005,Yara Fertilisers,3.9,(135 Reviews),Oslo + 27 more,117 years old,501-1k employees (India),
3006,Lanxess,4.2,(135 Reviews),Private,Cologne + 12 more,18 years old,10k-50k employees (Global)
3007,Sterling Tools,3.9,(135 Reviews),Public,"Faridabad,Haryana + 9 more",43 years old,501-1k employees (India)
3008,Emirates NBD,4.1,(135 Reviews),Public,"Dubai,Dubai + 6 more",59 years old,201-500 employees (India)
3009,Magma HDI General ...,3.8,(135 Reviews),"Mumbai,Maharashtra + 48 more",10 years old,501-1k employees (India),
3010,Paladion Networks,3.7,(135 Reviews),Private,"Reston,Virginia + 3 more",22 years old,501-1k employees (India)
3011,Creative Hands HR ...,3.3,(135 Reviews),Private,Chennai + 26 more,10 years old,51-200 employees (Global)
3012,Fiat Chrysler Auto...,4.0,(433 Reviews),Public,London + 10 more,8 years old,1k-5k employees (India)
3013,Bony Polymers,4.0,(134 Reviews),Private,"Faridabad,Haryana + 8 more",41 years old,201-500 employees (India)
3014,TRF,3.4,(134 Reviews),Public,"Jamshedpur,Jharkhand + 11 more",60 years old,1k-5k employees (Global)
3015,ICICI Foundation f...,4.0,(134 Reviews),"Mumbai,Maharashtra + 41 more",14 years old,501-1k employees (Global),
3016,Scope eKnowledge C...,3.7,(134 Reviews),Private,"Chennai,Tamil Nadu + 2 more",35 years old,51-200 employees (Global)
